Review,clean_text
"I have just left the cinema and am completely bewildered with the ending. After her finally healing with from her trauma, it pulls a switcheroo on us and she ends up dying anyways.The patience of everyone in the theatre was already stretched extremely thin from an overlong and tiring 100 minutes so the ending was a huge kick in the teeth. Why even show us that ending?The first half was goofy, it made me laugh out loud a few times with some funny practical scares and character reactions, but it took itself way too seriously by the end and the premise of the movie had been used within an inch of it's life.Certainly no smiles to be had at the end of this one, PASS.",left cinema completely bewildered ending finally healing trauma pull switcheroo u end dying anyways patience everyone theatre already stretched extremely thin overlong tiring minute ending huge kick teeth even show u ending first half goofy made laugh loud time funny practical scare character reaction took way seriously end premise movie used within inch life certainly smile end one pas
"I'm not normally scared easy, however this movie changed that!The story was good. Hopefully there'll be a sequel to give more background on the so called ""entity"".The jump scares were on another level, they really made the audience feel as comfortable as possible before a jump scare!!The acting was really good and the movie contained just enough gore (not too much and not too little).Considering that this movie was based on a short film, they really did an excellent job in extending the story!However I really wish more background was given about the entity- it left me wanting.Other than that, I recommend this movie 100% to horror movie lovers.:)",normally scared easy however movie changed story good hopefully sequel give background called entity jump scare another level really made audience feel comfortable possible jump scare acting really good movie contained enough gore much little considering movie based short film really excellent job extending story however really wish background given entity left wanting recommend movie horror movie lover
"I generally write negative reviews for films because I hate most things I see, but this was a treat. I'm a film maker myself, I loved this.It was the night before my very casual wedding, not my first wedding, probably not my last wedding either if I'm being honest. I needed a distraction and decided to log into my Amazon prime account on the Ritz Hotel modest sized TV. The room had a water front view and it's sad that I needed a tv to be honest. But that's where I was, casually on the verge of a mental break down. For whatever reason, I put on this movie, with zero expectations other than I read somewhere it was good. I think I heard something about oscar buzz, but I doubt it.The opening scene was so dark, and I related to it. The dead mother and the child all sad and crying. Then the scene happened in the hospital with the girl smiling. I got the shivers. I never cover my eyes watching a movie, but I did, maybe I cried but I could for sure feel my spine tingling.I love the ending. It was the best way to end it, with absolutely zero resolution, just pain and misery. I got married the following morning.",generally write negative review film hate thing see treat film maker loved night casual wedding first wedding probably last wedding either honest needed distraction decided log amazon prime account ritz hotel modest sized tv room water front view sad needed tv honest casually verge mental break whatever reason put movie zero expectation read somewhere good think heard something oscar buzz doubt opening scene dark related dead mother child sad cry scene happened hospital girl smiling got shiver never cover eye watching movie maybe cried could sure feel spine tingling love ending best way end absolutely zero resolution pain misery got married following morning
"Went to watch this movie with no prior expectations, or even having watched the teasers. The plot was unique, the production very nice. All of the cast did a great job at acting, especially the main actress. Can't wait to check out more of her work. There were a decent amount of solid jump scares throughout the movie, and I'm not one to easily get scared. The movie also had a very omnious feeling to it right from the start, which greatly elevated the experience of watching it. All in all, I was pleasantly surprised by this movie, and consider it one of the better horror movies I've watched this year!",went watch movie prior expectation even watched teaser plot unique production nice cast great job acting especially main actress wait check work decent amount solid jump scare throughout movie one easily get scared movie also omnious feeling right start greatly elevated experience watching pleasantly surprised movie consider one better horror movie watched year
"When I saw the trailer for this I thought it was going to be one of those really low budget shlock horror movies that bore the heck out of you.Like Terrifier 2.But I was wrong..I also tend to not be a fan of movies written and directed by the same person. Orson Welles only comes around once in a lifetime.But I was wrong.This is actually a pretty good horror flick that delivers what you want a horror flick to deliver.It's also very well made. The director has only made two shorts before this. I havent seen either but by the looks of this movie, he has quite a bit of talent. Young Sam Rami?We'll see. This one's a keeper.",saw trailer thought going one really low budget shlock horror movie bore heck like terrifier wrong also tend fan movie written directed person orson welles come around lifetime wrong actually pretty good horror flick delivers want horror flick deliver also well made director made two short havent seen either look movie quite bit talent young sam ramus see one keeper
"No pun intended - the trailer might have given away quite a lot, but there is still a lot in this to be discovered. And to make you turn that frown upside down - or whatever it is called. Although if that happens ... I mean credit where credit is due: making something scary that is supposed to be a good thing into a ... well evil and bad thing? Nicely done.Also quite interesting to see the lead actress at a a late night show (her first ever as they said) - maybe that is why she was all over the place and I reckon you could say super excited. If you compare that with how she acts in the movie - well there are worlds in between. So kudos, even if it is ""only"" a horror movie! Great performance by her and the other. Also she is the daughter of Kevin Bacon and Kyra Sedgwick - if that means anything to you.That all aside, the effects are good and the movie has some very good shock moments. Not too many but they are really well placed and enough to get you going ... there are also some really nasty and bloody/violent images ... not for the faint of hearted then ... twists work too. I for one thought there would something happening with a kid - this might have been a side story that either was explored and not taken or a red hering. Whatever it is - you'll have enough in the movie of it. As there is enough humor too. Believe it (or not - pun intended)",pun intended trailer might given away quite lot still lot discovered make turn frown upside whatever called although happens mean credit credit due making something scary supposed good thing well evil bad thing nicely done also quite interesting see lead actress late night show first ever said maybe place reckon could say super excited compare act movie well world kudos even horror movie great performance also daughter kevin bacon kyra sedgwick mean anything aside effect good movie good shock moment many really well placed enough get going also really nasty bloody violent image faint hearted twist work one thought would something happening kid might side story either explored taken red hering whatever enough movie enough humor believe pun intended
"SMILE (2022) is a rarity of a modern film that was somewhat hyped, looked good in the trailers, AND is actually an excellent movie. An authentic slow burn horror exercise, Smile is rarely slow or boring due to a genuinely scary and creepy horror vibe and mostly strong writing and acting. The smashing opening pre-title scene set the tone for the entire film, a scene which features the 2 actresses who delivered the best performances of the movie, one of which was thankfully the lead who we follow on this journey. In the opener, our heroine Dr. Rose Cotter (superbly played by Sosie Bacon from 13 Reasons Why), a psychiatrist who treats clinically depressed and suicidal patients, takes a walk in patient named Laura (brilliant performance by Caitlin Stasey, who also starred in the short film that this feature is based on). Shrieking and screaming in horror, Laura has to be dragged in by a group of orderlies. After having calmed down and put in a therapy room, Laura relays her tale to Rose. Apparently, a few days earlier, Laura witnessed her college professor kill himself and as a result she claims to be hallucinating people creepily smiling at her, including visions of deceased relatives. Then Laura sees something behind Rose and her body contorts in shock as a frozen-in-fear Rose watches the now smiling Laura slash her own throat. This opening scene alone could be called the best of the film as Stasey and Bacon crushed it. The scene also projects the filming style throughout the movie of fourth-wall breaking closeups and constantly moving camera shots and angles. The rest of the film follows Rose as she starts seeing creepy smiling people and loses her grip on reality. Smile works both as a horror piece as well as an insightful commentary on mental illness and the effects of trauma. Even though it's a supernatural force causing these characters to kill themselves, it's not hard to imagine that visibly seeing someone commit suicide right in front of them would scar them mentally and emotionally for the rest of their lives. Also, as a child Rose witnessed her mother commit suicide, so the film's premise of her witnessing another suicide as an adult adds another layer to her character's trauma, as well as the fact that she became a psychiatrist to help people as a coping mechanism and to honor her mother.Bacon is exceptional in the lead role delivering an incredibly persuasive performance from start to finish. Not once did I feel cheated by her acting. She totally carries this movie and this is probably my favorite lead performance of a horror film of like the last decade. Having a sympathetic, likable, and rootable protagonist throughout ANY film seems to be a chore for modern Hollywood and especially in a horror movie where the ""rules"" appear to be characters have to do dumb things to move the plot along, but this movie pulls it off. While she was playing a character going through immense emotional trauma, Bacon played the role close to the vest and never overacted or chewed scenery. Bacon was so good that I'm surprised she didn't get any kind of award recognition for this performance, then again overacting is actually what wins awards much of the time. Outside of Bacon, there were varying levels of acting. As mentioned, Stasey was equally excellent to Bacon in the opening scene, but then her character was gone after the pre-title opening scene, leaving it to Bacon to do all the heavy lifting the rest of the way. In terms of the supporting cast, the best acting was from veteran actors Kyle Gallner (as Rose's cop ex-boyfriend helping her unravel the mystery), Robin Wiegert (as Rose's psychiatrist), Rob Morgan (as a mental patient that Rose visited for information on the suicide chain), Judy Reyes (as the late professor's grieving widow that Rose visited), and Jack Sochet (as Carl, one of Rose's patients). Gallner, Wiegert, Morgan, Reyes, and Sochet really hit all the right notes in their limited screen time. This was significant enough good acting to sustain the film's high quality. But the rest of the minor cast was a mixed bag and their limited screen time was welcome. Kal Penn was just OK in a thankless role of the hospital administrator, reduced to being only a cliche 1-dimensional, clueless trope boss character. Gillian Zinser (as Rose's annoying sister) and Nick Arapaglou (as Rose's even more annoying brother-in-law) are at the next lower rung. It's not so much that their acting is bad as that they are written as typical cringe, egocentric Gen Z yuppies, who are supposed to be funny, but not even close. The worst performance was easily delivered by Jessie T. Usher (as Rose's fiance Trevor), who was in enough scenes to drag the movie's rating down with his bad acting. Thankfully, the writers opted to make the fiance oblivious and disinterested, which enabled them to shift focus on the relationship between Rose and the cop, so that Bacon actually had a competent actor in Gallner to play off of the last half of the movie.Smile pretty much plays everything straight with a refreshingly uncomplicated and linear plot. Thus, the movie relies heavily on atmosphere, cinematography, dialogue, and acting, especially by the convincing lead. In particular, I really liked how normal and natural most of the dialogue sounded. Characters acted and reacted the way one would expect in such an extraordinary plot. EVERY character thought Rose's demon possession story was absurd and that she was actually having a mental breakdown and losing her grip on reality, which is exactly the way that it should be. And Rose herself slowly only came to grips with the absurdity of her situation as she delved deeper into her search for answers. One could tell through Bacon's believable acting that even Rose had a difficult time accepting her fate, which again is very believable. I strongly dislike it when characters behave unrealistically just to move the plot along. Many horror movies will have their main characters or some random supporting character ""expert"" force-feed exposition to the viewer and over-explain things to the point where suspension of disbelief becomes impossible. But Smile thankfully opted to treat the audience with respect and not hand-hold the entire film. Modern films could learn a lesson from Smile and make characters and their actions to be relatable and believable instead of trying so hard to make them unrealistically perfect. Even the setting feels less generic than most modern movies, which I atrribute mostly to the excellent cinematography and camera work. The film is also well paced with slick and striking scene transitions. Director Parker Finn deserves praise for creating a one of the best and most unassuming horror movies of the last several years.",smile rarity modern film somewhat hyped looked good trailer actually excellent movie authentic slow burn horror exercise smile rarely slow boring due genuinely scary creepy horror vibe mostly strong writing acting smashing opening pre title scene set tone entire film scene feature actress delivered best performance movie one thankfully lead follow journey opener heroine dr rose cotter superbly played sosie bacon reason psychiatrist treat clinically depressed suicidal patient take walk patient named laura brilliant performance caitlin stasey also starred short film feature based shrieking screaming horror laura dragged group orderly calmed put therapy room laura relay tale rose apparently day earlier laura witnessed college professor kill result claim hallucinating people creepily smiling including vision deceased relative laura see something behind rose body contorts shock frozen fear rose watch smiling laura slash throat opening scene alone could called best film stasey bacon crushed scene also project filming style throughout movie fourth wall breaking closeup constantly moving camera shot angle rest film follows rose start seeing creepy smiling people loses grip reality smile work horror piece well insightful commentary mental illness effect trauma even though supernatural force causing character kill hard imagine visibly seeing someone commit suicide right front would scar mentally emotionally rest life also child rose witnessed mother commit suicide film premise witnessing another suicide adult add another layer character trauma well fact became psychiatrist help people coping mechanism honor mother bacon exceptional lead role delivering incredibly persuasive performance start finish feel cheated acting totally carry movie probably favorite lead performance horror film like last decade sympathetic likable rootable protagonist throughout film seems chore modern hollywood especially horror movie rule appear character dumb thing move plot along movie pull playing character going immense emotional trauma bacon played role close vest never overacted chewed scenery bacon good surprised get kind award recognition performance overacting actually win award much time outside bacon varying level acting mentioned stasey equally excellent bacon opening scene character gone pre title opening scene leaving bacon heavy lifting rest way term supporting cast best acting veteran actor kyle gallner rose cop ex boyfriend helping unravel mystery robin wiegert rose psychiatrist rob morgan mental patient rose visited information suicide chain judy reyes late professor grieving widow rose visited jack sochet carl one rose patient gallner wiegert morgan reyes sochet really hit right note limited screen time significant enough good acting sustain film high quality rest minor cast mixed bag limited screen time welcome kal penn ok thankless role hospital administrator reduced cliche dimensional clueless trope bos character gillian zinser rose annoying sister nick arapaglou rose even annoying brother law next lower rung much acting bad written typical cringe egocentric gen z yuppie supposed funny even close worst performance easily delivered jessie usher rose fiance trevor enough scene drag movie rating bad acting thankfully writer opted make fiance oblivious disinterested enabled shift focus relationship rose cop bacon actually competent actor gallner play last half movie smile pretty much play everything straight refreshingly uncomplicated linear plot thus movie relies heavily atmosphere cinematography dialogue acting especially convincing lead particular really liked normal natural dialogue sounded character acted reacted way one would expect extraordinary plot every character thought rose demon possession story absurd actually mental breakdown losing grip reality exactly way rose slowly came grip absurdity situation delved deeper search answer one could tell bacon believable acting even rose difficult time accepting fate believable strongly dislike character behave unrealistically move plot along many horror movie main character random supporting character expert force feed exposition viewer explain thing point suspension disbelief becomes impossible smile thankfully opted treat audience respect hand hold entire film modern film could learn lesson smile make character action relatable believable instead trying hard make unrealistically perfect even setting feel le generic modern movie atrribute mostly excellent cinematography camera work film also well paced slick striking scene transition director parker finn deserves praise creating one best unassuming horror movie last several year
The Movie starts off great but the jump scares are like been there done that seen that !!Nothing new that has not been seen and experienced. The last of the 15 minutes you ll feel dragged.The subject the way it has been written has the potential for great screenplay and execution and jump scares will not be required.The potential of the subject line has not been used accurately and not been executed in the best manner.The climax is stretched and absolutely boring and dragged.It could have been much better where certain scenes could build the drama better and the horror could be masterfully built .Its a decent one time watch but if you dont see it you dont miss nothing at all.,movie start great jump scare like done seen nothing new seen experienced last minute feel dragged subject way written potential great screenplay execution jump scare required potential subject line used accurately executed best manner climax stretched absolutely boring dragged could much better certain scene could build drama better horror could masterfully built decent one time watch dont see dont miss nothing
"Smile is a perfectly fine horror film, but perhaps should have been better given the premise, which was very promising.To the films credit, there are some decent scares (although a little too reliant on jump scares for me), and the acting is solid, with a great lead performance from Sosie Bacon.However I found the plot to be a bit too tired. It just seemed entirely predictable and a tad cliche, and could have gone in a much more interesting direction I feel. Not to mention the fact that the trailer really does give away too much and spoils a few of the films best moments which weaken their impact when you actually watch the film.Smile joins a long list of horror films which aren't particularly scary, but which aren't bad either. It has some good concepts and good moments but fails to fully capitalise on them, resulting in an entertaining but largely forgettable film.",smile perfectly fine horror film perhaps better given premise promising film credit decent scare although little reliant jump scare acting solid great lead performance sosie bacon however found plot bit tired seemed entirely predictable tad cliche could gone much interesting direction feel mention fact trailer really give away much spoil film best moment weaken impact actually watch film smile join long list horror film particularly scary bad either good concept good moment fails fully capitalise resulting entertaining largely forgettable film
"I bring up Blumhouse even though this wasn't from that production company, but it feels like it should be in some way. We seem to keep getting these teeny type cheap horror films that are literally cheap to make but still get the tik tok generation to flock to them. This is just more of the same mediocrity with laughably bad subject matter. Such a lazy concept and it shows with the overall product. A shame to see the horror scene devolve this badly. I can't help but think this genre will be dead no pun intended within a decade. The lack of originality and anything solidly written is quite staggering.",bring blumhouse even though production company feel like way seem keep getting teeny type cheap horror film literally cheap make still get tik tok generation flock mediocrity laughably bad subject matter lazy concept show overall product shame see horror scene devolve badly help think genre dead pun intended within decade lack originality anything solidly written quite staggering
"It's been a while since i saw a decent psychological movie, as the modern era has become quantity over quality. Finally i get too smile or shall i say scream!!! This is an atmospheric little gem with great cinematography and good acting which conspire to deliver a creepy psychological horror film. There are not a bundle of scares but the atmosphere keeps you on edge of your seat not knowing what is about to come or maybe not.The creepy smiles freak you out and the nice twist tops it off. It keeps you entranced from the very first minute right until the end. Highly recommended watching this movie.",since saw decent psychological movie modern era become quantity quality finally get smile shall say scream atmospheric little gem great cinematography good acting conspire deliver creepy psychological horror film bundle scare atmosphere keep edge seat knowing come maybe creepy smile freak nice twist top keep entranced first minute right end highly recommended watching movie
"Literally just wanted to pull my heart out. When would the heart racing adrenaline end! Cinematography was amazing, loved the lighting. The sound was out of this world, so don't skip out on the ""special sound"" showings. It was unpredictable fresh horror in my opinion, this along with barbarian pair for some of the top horror films in I would say in the last couple years. Give it a watch and really think of the moral here. There was more to the story than what was shed into the light. For those whom call this a snooze fest don't understand the meaning of popcorn flick. Just good classic horror actually keeping you at the edge of the seat continuously guessing. Solid film, great acting.",literally wanted pull heart would heart racing adrenaline end cinematography amazing loved lighting sound world skip special sound showing unpredictable fresh horror opinion along barbarian pair top horror film would say last couple year give watch really think moral story shed light call snooze fest understand meaning popcorn flick good classic horror actually keeping edge seat continuously guessing solid film great acting
"I saw Smile, starring Sosie Bacon-Scream:The TV series_tv, The Closer_tv, and yes, she is Kevin Bacon & Kyra Sedgwick's daughter; Jessie T. Usher-The Boys_tv, Shaft_2019; Kyle Gallner-Scream_2022, Smallville_tv and Kal Penn-Designated Survivor_tv, House_tv.This is a horror film about a psychiatrist that needs a good psychiatrist. When she was 10 years old, Sosie's mother committed suicide-that's why Sosie became a doctor in the first place, to help people. Sosie sees a woman commit suicide right in front of her during a session-which triggers old memories of her mother. Before she dies, the woman says several cryptic things that get Sosie doing some research and she finds out that there have been other cases of similarity. 20 in fact. Jessie is Sosie's boyfriend and Kal is her boss at the hospital and neither believe her story-they think she might just need a rest from working too much. Sosie starts having dreams and visions of bad things happening, both to herself and to other people and thinks that she may be cursed from the patient she saw die. Kyle is a cop that is investigating the strange deaths.It's rated R for violence, grisly images and language and has a running time of 1 hour & 55 minutes.Even though there were a few jump scares-loud noises, etc.-I enjoyed this movie and would buy it on DVD.",saw smile starring sosie bacon scream tv series tv closer tv yes kevin bacon kyra sedgwick daughter jessie usher boy tv shaft kyle gallner scream smallville tv kal penn designated survivor tv house tv horror film psychiatrist need good psychiatrist year old sosie mother committed suicide sosie became doctor first place help people sosie see woman commit suicide right front session trigger old memory mother dy woman say several cryptic thing get sosie research find case similarity fact jessie sosie boyfriend kal bos hospital neither believe story think might need rest working much sosie start dream vision bad thing happening people think may cursed patient saw die kyle cop investigating strange death rated r violence grisly image language running time hour minute even though jump scare loud noise etc enjoyed movie would buy dvd
"Going into Smile was relatively easy, as I am pretty difficult to scare. However, I had taken some Delta 8 gummies prior to me entering the theater, which, due to me being autistic, made my heightened senses even higher. I truly believe that the gummies made me think this is the scariest movie I have ever seen. The sound design is very creative, so seeing this in theaters is a must, but the smiling in the movie is extremely creepy. The acting in this film is definitely a huge highlight. I didn't expect the acting to be anywhere near the caliber it was, since most horror films I have seen in recent times didn't really focus on acting. But Sosie Bacon was amazing in her role as Dr. Rose Cotter, and I don't think anybody could've pulled off that role in a way that would match her performance. As Rose slowly loses her mind to this curse, you feel as if you're dragged along with her. Despite the almost 2 hour runtime, the movie genuinely feels like an anxiety/panic attack that gets worse as the movie progressed. The score is also amazing. This year has blessed us when it comes to musical score in cinema, and Smile is another film I can add to my ""Amazing Movie Scores"" list. Mix that with the intricate sound design, and you pretty much have your standard horror film, but this one is genuinely terrifying and had me cowering in my seat like a freaking baby. Sitting in the third row of seats almost right in front of the screen definitely did not help. While I will most likely be seeing the film again due to me having the reaction I did, I will definitely find out if this movie is genuinely scary or if I was just tripping. Either way, Smile was fantastic and messed with my head a little. It's definitely worth seeing in theaters.",going smile relatively easy pretty difficult scare however taken delta gummies prior entering theater due autistic made heightened sens even higher truly believe gummies made think scariest movie ever seen sound design creative seeing theater must smiling movie extremely creepy acting film definitely huge highlight expect acting anywhere near caliber since horror film seen recent time really focus acting sosie bacon amazing role dr rose cotter think anybody could pulled role way would match performance rose slowly loses mind curse feel dragged along despite almost hour runtime movie genuinely feel like anxiety panic attack get worse movie progressed score also amazing year blessed u come musical score cinema smile another film add amazing movie score list mix intricate sound design pretty much standard horror film one genuinely terrifying cowering seat like freaking baby sitting third row seat almost right front screen definitely help likely seeing film due reaction definitely find movie genuinely scary tripping either way smile fantastic messed head little definitely worth seeing theater
"I typically don't care for horror flicks as they have seriously gotten cheesier over the years and are usually full of cheap scares. Even higher budget ones just don't do anything for me and usually fall flat so I will just scroll on, however Smile intrigued me so I put it on my radar. No one in the family wanted to see it with me so when it came on for free during a trial, I jumped on it. So glad I did as it kept me on edge during the whole thing. It's hair raising creepiness is originally orchestrated. I don't understand the reviews that say it's not ""original"" as I have not seen or maybe missed concepts like this one. When ""trauma"" is the evil, sadly most people can relate. What goes on in our own head and how we deal with it, is magnified in this movie and that's what elevates the scare factor. It's well done frame to frame. Would recommend for an entertaining scary time.",typically care horror flick seriously gotten cheesier year usually full cheap scare even higher budget one anything usually fall flat scroll however smile intrigued put radar one family wanted see came free trial jumped glad kept edge whole thing hair raising creepiness originally orchestrated understand review say original seen maybe missed concept like one trauma evil sadly people relate go head deal magnified movie elevates scare factor well done frame frame would recommend entertaining scary time
"""Smile"" rates among the best horror films to come out in the past few years. While there are moments of extreme violence and blood, they are rare. This film is terrifying because it gets in your head and takes the ordinary, a smile, and transforms it into ""hide your eyes"" creepiness that might just keep you up at night. The acting is superb and the premise of the film, seemingly normal people who, after witnessing a traumatic death, suddenly appear to lose their minds to the shock and dismay of friends, family, colleagues and behavioral therapists. After about 4 days of seeming insanity, these people, who have been trying to get others to believe their unbelievable stories, ultimately kill themselves in front of a concerned person with the creepy smile on their face. The only negative of this skin-crawling thriller is the weak ending, which I will not reveal because the film is good enough to see regardless of that singular flaw.",smile rate among best horror film come past year moment extreme violence blood rare film terrifying get head take ordinary smile transforms hide eye creepiness might keep night acting superb premise film seemingly normal people witnessing traumatic death suddenly appear lose mind shock dismay friend family colleague behavioral therapist day seeming insanity people trying get others believe unbelievable story ultimately kill front concerned person creepy smile face negative skin crawling thriller weak ending reveal film good enough see regardless singular flaw
"I have low expectations getting into this, chalking it off as just another cheesy gore of a film. But a few minutes in you get sucked into those impressive camera angles and shots: upside down, wide shots, skewed angles, reflections on tables. That's when you sit back and take it in and be open to what this movie has in store for you. And it's actually really good. The soundtrack is outstanding and each background music choice and timing appropriately complements whatever suspenseful or horrific scene is happening. I am not familiar with the lead Sosie Bacon, who apparently is the daughter of Kevin Bacon and Kyra Sedgwick. At first I think what an odd choice of a lead actress as she isn't particularly stunning and the first scenes show her as just a run-of-the-mill doctor. But as her character devolves into madness, she becomes the perfect choice. Add her to the list of scream queens with actual acting chops. If you're looking to feel both uneasy and excited at the same time, this satisfying movie would do it for you.",low expectation getting chalking another cheesy gore film minute get sucked impressive camera angle shot upside wide shot skewed angle reflection table sit back take open movie store actually really good soundtrack outstanding background music choice timing appropriately complement whatever suspenseful horrific scene happening familiar lead sosie bacon apparently daughter kevin bacon kyra sedgwick first think odd choice lead actress particularly stunning first scene show run mill doctor character devolves madness becomes perfect choice add list scream queen actual acting chop looking feel uneasy excited time satisfying movie would
Movie had my interest every minute all the way from beginning to end. That's not an easy thing to do. It had me totally involved and interested in the whole mental health disease aspect of the whole thing and then sprinkle a little bit of this demonic paranormal and very entertaining aspect all three of the movie. Put those two together and you have a very engrossing movie that actually felt like it went quick. I actually could have washed another 30 minutes. I was hoping there be a little bit more of a surprise twist to the ending but it was still good. The use of sound effects in the digital cinema theater are really good too. Lots of moments that will make you jump.,movie interest every minute way beginning end easy thing totally involved interested whole mental health disease aspect whole thing sprinkle little bit demonic paranormal entertaining aspect three movie put two together engrossing movie actually felt like went quick actually could washed another minute hoping little bit surprise twist ending still good use sound effect digital cinema theater really good lot moment make jump
"It Follows fans will be absolutely pleased. The likeness between the two films is indisputable. This film is insanely spooky, both in the general creepiness aspect and its ability to setup the atmosphere for jump-scares and pull them off effortlessly. I had to mute the TV or look away from the screen at times, the buildup was too good/too intense. Besides scary scenes and creepy or horrifying characters, there are scenes that are genuinely shocking which will keep you thrilled. It is truly the perfect horror film in my estimation and I am super excited about the upcoming sequel! Can't say enough good about SMILE.",follows fan absolutely pleased likeness two film indisputable film insanely spooky general creepiness aspect ability setup atmosphere jump scare pull effortlessly mute tv look away screen time buildup good intense besides scary scene creepy horrifying character scene genuinely shocking keep thrilled truly perfect horror film estimation super excited upcoming sequel say enough good smile
"Wnet to see this new horror without any expectations. Just seen the trailer and that was it. I know, mostly trailers espescially in the horror genre do giva a lot away and then you are left with a letdown after seen the particular flick.But not here. It starts slowly and picks up speed the further you go into this movie and even clocking in at 120 minutes, it never bored me. It isn't that bloody but it do has a lot of jump scenes. And here and there it touches the edge of gore. But overall it do has it moments.Not a weak storyline which makes it a joy to watch. The effects are good to here and there some CGI but it was okay. So overall one that opens the horror season really well. I left the theatre with a..smile.Story /5
Gore 0,5/5
Nudity 0/5
Effects 2,5/5
Comedy 0/5.",wnet see new horror without expectation seen trailer know mostly trailer espescially horror genre giva lot away left letdown seen particular flick start slowly pick speed go movie even clocking minute never bored bloody lot jump scene touch edge gore overall moment weak storyline make joy watch effect good cgi okay overall one open horror season really well left theatre smile story gore nudity effect comedy
"Smile: The idea of a chain curse, spread from person to person is a well worn trope, it's how Smile approaches the idea makes it a well worth watching film. Rose (Sosie Bacon) is a doctor in an Emergency Psychiatric Unit, working long hours, you can see how tired she is. She assesses a patient, Laura (Cautlin Stasey), who is seeing entities, suddenly Laura starts smiling and cuts her own throat. Rose discovers that Laura had also witnessed a suicide only days before. This sets her off on a quest for patient zero or someone who has broken the chain. With the help of her ex, Joel (Kyle Gallner) who is a detective. The chain of smiling suicides stretches way back. There are some good jump scares in Smile, a lot of the horror scenes take place in her reveries where she sees terrible visions. Flashbacks to her youth and her mentally troubled mother in a distorted form also happen in these day-nightmares. There is also the psychological horror of Rose's disintegrating personality, she has no insight into her behaviour or how it is perceived by others. Smile's 115 minute running time is fully justified as the narrative unfolds. Written and Directed by Parker Finn (in his feature directorial debut), based on his 2020 short film Laura Hasn't Slept. 8.5/10.",smile idea chain curse spread person person well worn trope smile approach idea make well worth watching film rose sosie bacon doctor emergency psychiatric unit working long hour see tired ass patient laura cautlin stasey seeing entity suddenly laura start smiling cut throat rose discovers laura also witnessed suicide day set quest patient zero someone broken chain help ex joel kyle gallner detective chain smiling suicide stretch way back good jump scare smile lot horror scene take place revery see terrible vision flashback youth mentally troubled mother distorted form also happen day nightmare also psychological horror rose disintegrating personality insight behaviour perceived others smile minute running time fully justified narrative unfolds written directed parker finn feature directorial debut based short film laura slept
"Smile is a horror film directed by Parker Finn in his feature directorial debut. For someone's directorial debut, this is very impressive.There are deeply unsettling visuals and proper tension. The movie is reliant on jump scare and it can get tedious. However, there is a fair amount of jump scare with good build-up and payoff which did scare me. I also love the sound design in this film. The director uses it effectively to create a creepy feeling. The first 2 acts of the film are well done. We see our main character Rose (Sosie Bacon) slowly descend into madness as the 'curse' becomes more prominent. On that note, Sosie Bacon is phenomenal as the main lead. She gives a convincing performance of someone who is losing their mind.Nevertheless, this film falls into a lot of the generic tropes of a horror movie. Its plot isn't original, you've seen it in films like It Follows and The Ring. It has a lot of the same beat-for-beat elements you've seen a dozen times. Even the ending is something you have seen in other horror movies. The main character also says and does incredibly stupid things. There are also moments in this film that are unintentionally funny and silly but are meant to be serious moments.Overall, it is a well-made horror film, especially for a director's first film. Still, it never really goes beyond a generic horror movie. If you want something different in the horror genre then this is not it. I still look forward to what Parker Finn does next though because he is very promising!",smile horror film directed parker finn feature directorial debut someone directorial debut impressive deeply unsettling visuals proper tension movie reliant jump scare get tedious however fair amount jump scare good build payoff scare also love sound design film director us effectively create creepy feeling first act film well done see main character rose sosie bacon slowly descend madness curse becomes prominent note sosie bacon phenomenal main lead give convincing performance someone losing mind nevertheless film fall lot generic trope horror movie plot original seen film like follows ring lot beat beat element seen dozen time even ending something seen horror movie main character also say incredibly stupid thing also moment film unintentionally funny silly meant serious moment overall well made horror film especially director first film still never really go beyond generic horror movie want something different horror genre still look forward parker finn next though promising
"Having just watched this movie at a family members insistance ,i have to say that i was rather disappointed after leaving the movie theatre. There was alot of Hoopla about this also .Movie critics were raving about it from what i heard .But after watching this i just found it to be pretty boring and predictable especially towards the end ,i kind of already figured out what was going to happen .All in all i found the movie just to be a series of Jump Scares and they were'nt really all that scary either and i'm a very big horror fan. I even found one of the scenes that was obiviously meant to be scary and have some type of shock value almost laughable. The only good scene thru out the whole movie i thing was at the start of the film with the first suicide .After that it was just downhill from there in my opinion. Next time i shan't believe the hype from certain movie critics.",watched movie family member insistance say rather disappointed leaving movie theatre alot hoopla also movie critic raving heard watching found pretty boring predictable especially towards end kind already figured going happen found movie series jump scare nt really scary either big horror fan even found one scene obiviously meant scary type shock value almost laughable good scene thru whole movie thing start film first suicide downhill opinion next time believe hype certain movie critic
"LOTS of jump scares and squeamish scenes as expected. Some original horror and a lot of ""been there, done that"" which is fun for a horror junkie like me. BUT. Weak conclusion. Seems like it literally just sets up for a cheesy sequel to come down the road. You'll see what I mean if you were looking for a more meaningful wrap to what could have been a great ending as this story builds and directs the viewer to what could bring to reason. Not worth a hefty price at the box office. Rent this one. Or wait till it hits one of the millions of streaming services these days. Actors were ok. Kal Penn is the most well known so that tells you how big these names are.",lot jump scare squeamish scene expected original horror lot done fun horror junkie like weak conclusion seems like literally set cheesy sequel come road see mean looking meaningful wrap could great ending story build directs viewer could bring reason worth hefty price box office rent one wait till hit one million streaming service day actor ok kal penn well known tell big name
